"poliza","sexo","circulacion","garantia","siniestros","ant_comp","ant_perm","edad","ant_veh"
1934581331,"Hombre","No urbano","No contratada",0,0,24,49,13
1935781615,"Hombre","No urbano","No contratada",0,0,31,49,0
1936481040,"Hombre","Urbano","No contratada",0,0,12,30,6
8331530920,"Hombre","No urbano","No contratada",0,16,24,42,10
8338219406,"Hombre","No urbano","No contratada",0,16,12,30,4
8434329864,"Hombre","Urbano","Garantía daños propios contratada",0,15,25,60,3
8434381298,"Hombre","No urbano","Garantía daños propios contratada",0,15,21,60,6
8532787260,"Hombre","No urbano","No contratada",0,14,12,30,5
8644230455,"Hombre","Urbano","No contratada",0,13,22,40,4
8735731761,"Hombre","Urbano","Garantía daños propios contratada",0,12,26,50,4
8832632594,"Hombre","No urbano","Garantía daños propios contratada",0,11,25,50,0
9041179066,"Hombre","No urbano","Garantía daños propios contratada",0,10,37,55,1
9140479679,"Hombre","No urbano","No contratada",0,8,22,40,1
9148631383,"Hombre","Urbano","No contratada",0,8,11,29,9
9233731513,"Hombre","Urbano","Garantía daños propios contratada",0,7,27,59,3
9240432984,"Hombre","No urbano","No contratada",0,7,2,20,12
9332080655,"Hombre","Urbano","No contratada",0,6,22,40,6
9430829737,"Hombre","No urbano","No contratada",0,5,18,60,8
9432430689,"Hombre","No urbano","Garantía daños propios contratada",0,5,11,30,5
9432430754,"Hombre","No urbano","No contratada",0,5,12,30,10
9433788673,"Hombre","No urbano","No contratada",0,5,32,50,11
9435729358,"Hombre","No urbano","No contratada",0,5,11,29,7
9438480220,"Hombre","No urbano","No contratada",0,5,12,30,5
9633280400,"Hombre","Urbano","Garantía daños propios contratada",0,3,32,60,1
9634379179,"Hombre","No urbano","Garantía daños propios contratada",0,3,12,30,3
9637282037,"Hombre","No urbano","No contratada",0,3,22,40,9
9638481402,"Hombre","Urbano","Garantía daños propios contratada",0,3,27,50,3
9733880014,"Hombre","Urbano","Garantía daños propios contratada",0,2,24,42,6
9734493232,"Hombre","Urbano","Garantía daños propios contratada",0,2,29,47,2
9734682973,"Hombre","No urbano","No contratada",0,2,12,40,7
9734684662,"Hombre","No urbano","Garantía daños propios contratada",0,2,21,39,2
9740383185,"Hombre","No urbano","Garantía daños propios contratada",0,2,12,30,2
9830385979,"Mujer","Urbano","No contratada",0,1,32,50,6
9830682606,"Hombre","Urbano","No contratada",0,1,22,40,1
9832783347,"Mujer","Urbano","Garantía daños propios contratada",0,1,12,30,0
9834687012,"Hombre","No urbano","No contratada",0,1,21,39,6
9840380038,"Hombre","Urbano","No contratada",0,1,22,40,8
131531729,"Hombre","Urbano","Garantía daños propios contratada",1,18,32,50,6
8333329908,"Hombre","Urbano","No contratada",1,16,32,50,8
8530229100,"Hombre","No urbano","No contratada",0,14,2,20,5
8641329490,"Hombre","No urbano","Garantía daños propios contratada",0,13,14,32,2
8644232396,"Hombre","Urbano","No contratada",0,13,41,59,11
8934729160,"Hombre","Urbano","No contratada",0,11,27,45,12
9130433460,"Hombre","Urbano","No contratada",0,8,32,50,5
9233629899,"Hombre","Urbano","No contratada",0,7,23,41,4
9641081037,"Mujer","Urbano","No contratada",0,3,0,18,11
9830681809,"Hombre","No urbano","No contratada",0,1,12,30,1
9831281338,"Hombre","Urbano","No contratada",0,1,21,39,12
9840583679,"Mujer","No urbano","No contratada",0,1,24,42,1
9848879318,"Hombre","No urbano","No contratada",0,1,32,50,11
9848880047,"Hombre","No urbano","No contratada",0,1,23,41,11
238229563,"Hombre","No urbano","No contratada",0,17,12,30,0
1935083220,"Hombre","No urbano","No contratada",0,0,6,39,0
1941485485,"Mujer","Urbano","No contratada",0,0,3,50,2
1941487331,"Hombre","No urbano","No contratada",1,0,24,42,3
8534383422,"Hombre","No urbano","No contratada",0,14,20,39,11
8535981334,"Hombre","Urbano","Garantía daños propios contratada",0,14,22,40,3
8540730117,"Hombre","No urbano","No contratada",0,14,32,50,12
8633229761,"Hombre","No urbano","No contratada",0,13,17,59,10
8635132614,"Mujer","Urbano","No contratada",0,13,23,41,9
8734235973,"Hombre","No urbano","Garantía daños propios contratada",0,12,12,30,2
8932532144,"Hombre","No urbano","No contratada",0,10,21,39,10
8949030036,"Hombre","No urbano","No contratada",0,10,12,40,2
9030030782,"Hombre","Urbano","No contratada",0,9,28,46,10
9034079111,"Hombre","Urbano","No contratada",0,9,14,60,3
9049029142,"Hombre","No urbano","No contratada",0,9,12,30,3
9232581630,"Hombre","No urbano","No contratada",0,7,4,40,2
9330979491,"Hombre","No urbano","No contratada",0,6,36,54,12
9630491531,"Hombre","No urbano","Garantía daños propios contratada",0,3,15,40,1
9634580444,"Hombre","No urbano","No contratada",0,3,32,50,11
9648881090,"Hombre","No urbano","Garantía daños propios contratada",0,3,11,60,4
9730498332,"Hombre","No urbano","Garantía daños propios contratada",0,2,22,40,2
9730504411,"Hombre","No urbano","Garantía daños propios contratada",0,2,28,46,3
9730979526,"Hombre","No urbano","No contratada",0,2,29,47,0
9741180442,"Hombre","No urbano","Garantía daños propios contratada",0,2,10,39,2
9830392187,"Hombre","Urbano","No contratada",0,1,33,51,10
9833987521,"Hombre","No urbano","No contratada",0,1,21,50,18
9834782675,"Hombre","No urbano","Garantía daños propios contratada",0,1,0,18,1
9837382113,"Hombre","No urbano","Garantía daños propios contratada",0,1,8,60,1
9841883010,"Mujer","No urbano","No contratada",0,1,0,18,1
232931065,"Hombre","Urbano","No contratada",0,17,24,60,7
1936980338,"Mujer","No urbano","No contratada",0,0,7,40,9
8431179542,"Hombre","No urbano","Garantía daños propios contratada",0,15,21,39,8
8542029568,"Mujer","No urbano","No contratada",0,14,34,52,3
8732734564,"Hombre","No urbano","No contratada",0,12,27,50,9
8742829823,"Hombre","No urbano","No contratada",0,12,26,59,6
8832930342,"Hombre","Urbano","No contratada",0,11,2,20,9
8938730123,"Hombre","No urbano","No contratada",0,10,16,50,5
9039729184,"Hombre","No urbano","Garantía daños propios contratada",0,9,29,47,9
9230435237,"Hombre","Urbano","No contratada",0,7,33,60,8
9348829428,"Hombre","No urbano","No contratada",0,6,2,20,10
9433929684,"Hombre","Urbano","No contratada",0,5,11,29,9
9832081122,"Hombre","No urbano","No contratada",1,1,0,18,7
9834690757,"Mujer","Urbano","No contratada",0,1,2,20,8
9837781669,"Hombre","Urbano","No contratada",0,1,8,40,9
9848882637,"Hombre","Urbano","No contratada",0,1,31,60,8
33932873,"Hombre","Urbano","Garantía daños propios contratada",0,19,32,50,1
35029853,"Hombre","No urbano","Garantía daños propios contratada",0,19,33,51,7
36929412,"Hombre","No urbano","No contratada",0,19,21,39,2
134629361,"Hombre","No urbano","No contratada",1,18,22,40,18
232931287,"Mujer","Urbano","No contratada",0,17,31,49,2
833533206,"Hombre","Urbano","Garantía daños propios contratada",0,21,27,60,0
1078629920,"Hombre","Urbano","Garantía daños propios contratada",0,0,11,29,0
1082629269,"Mujer","Urbano","Garantía daños propios contratada",0,0,22,40,0
1591629086,"Hombre","No urbano","No contratada",3,0,35,53,11
1929782448,"Mujer","Urbano","No contratada",0,0,10,28,0
1930494972,"Hombre","No urbano","Garantía daños propios contratada",0,0,32,50,7
1930782288,"Hombre","No urbano","No contratada",0,0,29,47,0
1930981180,"Hombre","No urbano","No contratada",0,0,37,55,0
1930982337,"Mujer","No urbano","Garantía daños propios contratada",0,0,13,40,0
1931680097,"Hombre","No urbano","No contratada",0,0,26,44,7
1931986190,"Hombre","Urbano","No contratada",0,0,23,41,1
1932699271,"Hombre","No urbano","No contratada",0,0,12,30,1
1933380314,"Mujer","No urbano","No contratada",1,0,27,50,9
1934304444,"Mujer","No urbano","No contratada",0,0,19,37,0
1934312363,"Hombre","No urbano","Garantía daños propios contratada",0,0,35,59,0
1934484294,"Hombre","No urbano","No contratada",0,0,32,50,8
1934497687,"Mujer","Urbano","No contratada",0,0,12,50,11
1934580846,"Hombre","Urbano","No contratada",0,0,26,59,4
1935094343,"Hombre","Urbano","No contratada",0,0,22,40,9
1941281035,"Hombre","No urbano","No contratada",0,0,22,40,10
1941281044,"Hombre","No urbano","No contratada",0,0,32,50,10
1941281133,"Hombre","No urbano","No contratada",0,0,29,47,20
1941380409,"Mujer","No urbano","No contratada",0,0,28,46,4
1944982158,"Hombre","Urbano","No contratada",0,0,13,31,1
1949279768,"Hombre","No urbano","Garantía daños propios contratada",0,0,26,60,0
3171629130,"Hombre","No urbano","No contratada",0,0,15,40,0
8430019276,"Hombre","No urbano","No contratada",0,15,27,60,8
8432729181,"Hombre","No urbano","No contratada",0,15,32,60,4
8434480412,"Hombre","Urbano","Garantía daños propios contratada",0,15,30,50,2
8531579638,"Hombre","No urbano","No contratada",0,14,22,40,11
8534384185,"Hombre","No urbano","No contratada",0,14,22,40,8
8534685836,"Hombre","No urbano","No contratada",0,14,21,39,0
8629729322,"Hombre","Urbano","No contratada",0,13,22,40,11
8633931362,"Hombre","Urbano","Garantía daños propios contratada",0,13,42,60,0
8635034774,"Hombre","No urbano","No contratada",0,13,20,38,6
8635929243,"Hombre","Urbano","No contratada",0,13,23,59,18
8641830150,"Hombre","No urbano","Garantía daños propios contratada",0,13,22,40,3
8737231638,"Hombre","Urbano","No contratada",0,12,31,49,17
8741329913,"Mujer","No urbano","No contratada",0,12,26,60,3
8831229331,"Mujer","No urbano","Garantía daños propios contratada",0,11,21,39,2
8832329982,"Hombre","Urbano","No contratada",1,11,37,60,7
8834131033,"Mujer","Urbano","No contratada",0,11,26,50,11
8932979536,"Hombre","No urbano","No contratada",0,10,21,39,10
8935329402,"Hombre","Urbano","No contratada",0,10,40,58,10
8938779250,"Hombre","No urbano","No contratada",0,10,34,52,9
9030329360,"Hombre","Urbano","No contratada",0,9,11,29,0
9032032559,"Hombre","No urbano","Garantía daños propios contratada",0,9,11,29,2
9034232321,"Hombre","No urbano","No contratada",0,9,16,40,2
9034330873,"Hombre","No urbano","Garantía daños propios contratada",0,9,12,30,9
9035029710,"Mujer","No urbano","Garantía daños propios contratada",0,9,2,20,0
9042729913,"Hombre","Urbano","No contratada",0,9,13,31,4
9129979329,"Hombre","No urbano","No contratada",0,8,29,47,1
9135082227,"Mujer","No urbano","Garantía daños propios contratada",0,8,11,29,1
9136030021,"Hombre","No urbano","No contratada",0,8,34,59,1
9231899414,"Mujer","No urbano","Garantía daños propios contratada",0,7,11,29,0
9232781701,"Hombre","No urbano","Garantía daños propios contratada",0,7,32,50,7
9233765240,"Hombre","No urbano","No contratada",0,7,19,37,7
9241080921,"Hombre","No urbano","No contratada",0,7,23,50,7
9241439124,"Hombre","No urbano","No contratada",0,7,39,60,10
9241879450,"Mujer","No urbano","Garantía daños propios contratada",0,7,11,29,1
9248831940,"Hombre","No urbano","Garantía daños propios contratada",0,7,12,30,2
9330031975,"Hombre","Urbano","No contratada",0,6,16,40,1
9330229302,"Hombre","No urbano","No contratada",0,6,12,30,11
9330580155,"Hombre","Urbano","No contratada",0,6,11,30,12
9331181474,"Hombre","Urbano","No contratada",0,6,0,18,7
9331485860,"Hombre","No urbano","No contratada",0,6,22,40,6
9332487707,"Hombre","No urbano","No contratada",0,6,2,20,7
9333282439,"Mujer","Urbano","Garantía daños propios contratada",0,6,24,42,0
9333379137,"Hombre","Urbano","No contratada",0,6,2,20,6
9333730981,"Hombre","Urbano","No contratada",0,6,11,40,7
9333941863,"Hombre","No urbano","Garantía daños propios contratada",0,6,2,20,1
9338329596,"Hombre","Urbano","No contratada",0,6,22,40,6
9341181404,"Hombre","No urbano","No contratada",0,6,23,41,5
9433793082,"Hombre","No urbano","No contratada",0,5,42,60,5
9433930883,"Hombre","No urbano","No contratada",0,5,31,49,11
9434779675,"Hombre","No urbano","No contratada",0,5,30,48,5
9438429275,"Hombre","Urbano","Garantía daños propios contratada",0,5,1,19,5
9441881130,"Mujer","No urbano","No contratada",1,5,12,30,10
9448681302,"Hombre","No urbano","No contratada",0,5,35,53,10
9531279639,"Hombre","Urbano","No contratada",1,4,13,31,6
9533792175,"Hombre","No urbano","No contratada",0,4,12,30,4
9534187513,"Mujer","No urbano","No contratada",0,4,2,20,13
9535081415,"Hombre","No urbano","No contratada",0,4,21,39,12
9538381249,"Hombre","No urbano","Garantía daños propios contratada",0,4,1,19,7
9541981970,"Hombre","Urbano","No contratada",0,4,2,20,4
9632480013,"Mujer","No urbano","Garantía daños propios contratada",0,3,21,60,0
9633582171,"Hombre","Urbano","Garantía daños propios contratada",0,3,0,18,7
9634285167,"Hombre","Urbano","No contratada",0,3,2,20,3
9634383325,"Hombre","No urbano","No contratada",0,3,22,40,3
9634489847,"Hombre","Urbano","No contratada",0,3,24,42,10
9641380863,"Mujer","No urbano","No contratada",0,3,26,60,3
9648980941,"Hombre","Urbano","No contratada",0,3,16,60,7
9730179118,"Mujer","No urbano","Garantía daños propios contratada",0,2,17,60,2
9730881907,"Hombre","No urbano","No contratada",0,2,12,30,12
9731182678,"Hombre","No urbano","No contratada",0,2,13,50,13
9732179329,"Hombre","No urbano","No contratada",2,2,10,28,10
9733798513,"Hombre","No urbano","Garantía daños propios contratada",0,2,13,31,0
9734280447,"Hombre","No urbano","No contratada",0,2,38,60,10
9734491574,"Mujer","Urbano","Garantía daños propios contratada",0,2,2,20,2
9734686407,"Hombre","No urbano","No contratada",0,2,27,59,13
9734692736,"Hombre","Urbano","No contratada",0,2,0,18,9
9736880286,"Hombre","No urbano","No contratada",0,2,12,30,7
9737382431,"Mujer","Urbano","Garantía daños propios contratada",0,2,22,40,4
9738179851,"Hombre","No urbano","Garantía daños propios contratada",0,2,0,18,0
9748884191,"Hombre","No urbano","Garantía daños propios contratada",0,2,40,58,2
9749281449,"Hombre","Urbano","Garantía daños propios contratada",0,2,17,50,4
9829781002,"Mujer","Urbano","Garantía daños propios contratada",0,1,22,49,1
9830386489,"Hombre","No urbano","No contratada",0,1,22,40,1
9830500533,"Hombre","No urbano","No contratada",0,1,32,50,12
9832082354,"Hombre","Urbano","No contratada",0,1,28,60,10
9832084436,"Hombre","No urbano","Garantía daños propios contratada",0,1,14,50,1
9832690766,"Hombre","No urbano","No contratada",0,1,12,30,1
9833791105,"Hombre","Urbano","No contratada",0,1,10,30,3
9834282379,"Hombre","No urbano","No contratada",0,1,21,39,10
9834389673,"Hombre","No urbano","No contratada",0,1,32,50,5
9834479499,"Hombre","No urbano","No contratada",0,1,29,47,12
9834580534,"Hombre","No urbano","Garantía daños propios contratada",0,1,21,39,1
9834682579,"Hombre","No urbano","No contratada",0,1,18,60,8
9835879824,"Hombre","No urbano","Garantía daños propios contratada",0,1,22,40,1
9837280504,"Hombre","No urbano","No contratada",0,1,24,42,9
9841885004,"Hombre","No urbano","No contratada",0,1,16,34,10
1930397874,"Hombre","Urbano","No contratada",0,0,16,60,0
1930507239,"Hombre","No urbano","Garantía daños propios contratada",1,0,7,59,0
1932507239,"Hombre","No urbano","No contratada",0,0,30,48,0
1933380573,"Hombre","No urbano","Garantía daños propios contratada",0,0,7,59,0
1934385854,"Hombre","No urbano","Garantía daños propios contratada",0,0,31,49,0
1949282160,"Hombre","No urbano","No contratada",0,0,28,50,1
8335829441,"Hombre","Urbano","Garantía daños propios contratada",0,16,14,40,3
8430232039,"Hombre","No urbano","Garantía daños propios contratada",0,15,27,50,3
8433781405,"Hombre","No urbano","Garantía daños propios contratada",0,15,21,39,0
8437830081,"Hombre","Urbano","No contratada",0,15,17,50,5
8732450696,"Hombre","No urbano","Garantía daños propios contratada",0,12,17,50,1
9041429094,"Hombre","No urbano","Garantía daños propios contratada",0,10,21,39,0
9132435032,"Mujer","No urbano","Garantía daños propios contratada",0,8,16,50,1
9142029071,"Hombre","Urbano","No contratada",0,8,18,60,3
9232502409,"Hombre","No urbano","Garantía daños propios contratada",0,7,14,40,1
9330436869,"Hombre","No urbano","No contratada",0,6,42,60,4
9429879228,"Hombre","No urbano","No contratada",0,5,25,50,2
9430490352,"Hombre","No urbano","Garantía daños propios contratada",0,5,35,53,0
9432982678,"Hombre","No urbano","Garantía daños propios contratada",0,5,22,40,5
9531485721,"Hombre","No urbano","No contratada",0,4,11,40,4
9538379224,"Hombre","No urbano","No contratada",1,4,11,30,6
9730683678,"Hombre","No urbano","No contratada",0,2,27,45,5
9831382638,"Hombre","Urbano","Garantía daños propios contratada",0,1,2,20,0
9832983329,"Hombre","No urbano","No contratada",0,1,2,20,1
9833805857,"Hombre","No urbano","No contratada",0,1,12,30,5
9837879651,"Hombre","Urbano","No contratada",0,1,33,51,1
9838479912,"Hombre","No urbano","No contratada",0,1,32,50,1
